id_client,region,sexe,age,revenu_estime_gnf,anciennete_mois,type_abonnement,forfait_international,messagerie_vocale,recharge_mensuelle_moy_gnf,moyen_paiement,minutes_jour,minutes_nuit,donnees_mo,nombre_sms,appels_service_client,pannes_signalees_30j,retard_paiement_jours,minutes_internationales,retour_client,resiliation
GN-101673,Kindia,F,48,1074495,34,Prépayé,Non,Non,103000.0,Orange Money,36.42,68.2,360.4,34,1,2,2,0.6,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101674,Kindia,M,16,1235383,83,Prépayé,Non,Oui,144500.0,Espèces,94.02,38.52,1162.4,37,1,0,3,5.3,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101675,N’Zérékoré,M,37,1025262,5,Prépayé,Oui,Non,356800.0,Orange Money,85.3,64.6,440.3,38,1,0,0,1.0,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101676,N’Zérékoré,F,41,1043757,4,Prépayé,Non,Oui,251400.0,Autre wallet,101.43,76.09,996.8,31,0,1,3,0.9,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101677,Boké,F,30,1353477,37,Prépayé,Non,Non,171800.0,Orange Money,19.19,72.69,348.5,38,2,1,0,2.0,"Ça passe bien pour mes besoins, appels clairs et internet ok.",1
GN-101678,Labé,F,27,1041275,41,Prépayé,Non,Non,43000.0,Orange Money,92.1,81.93,772.6,46,3,0,0,7.7,"Le réseau varie selon les quartiers, mais on s’en sort.",0
GN-101679,Conakry,F,36,1566036,32,Prépayé,Oui,Non,111700.0,Orange Money,111.45,26.5,105.7,30,0,1,0,4.5,"Ça passe bien pour mes besoins, appels clairs et internet ok.",1
GN-101680,Faranah,M,27,714778,42,Prépayé,Non,Non,119800.0,Orange Money,35.5,34.84,1203.4,44,1,0,2,3.5,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101681,Kindia,M,25,2001051,1,Prépayé,Non,Non,175000.0,Espèces,88.48,25.73,1020.8,51,1,1,6,4.5,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101682,Labé,F,32,1341447,5,Postpayé,Non,Non,289400.0,Orange Money,52.1,48.72,588.1,42,2,1,3,8.9,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101683,Mamou,F,32,1008898,12,Prépayé,Non,Oui,254400.0,Orange Money,30.2,57.93,633.6,35,0,0,3,3.8,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101684,Kankan,M,59,959215,12,Prépayé,Non,Non,177800.0,Orange Money,6.78,76.86,334.1,31,0,2,1,4.6,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101685,N’Zérékoré,F,19,1075814,5,Prépayé,Non,Non,190900.0,Orange Money,114.91,61.44,280.8,39,2,2,0,2.5,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101686,Conakry,F,33,1285161,22,Postpayé,Non,Oui,366800.0,Orange Money,78.45,27.71,260.2,39,1,0,6,1.6,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101687,Faranah,F,40,1289726,3,Postpayé,Oui,Non,447700.0,Autre wallet,65.21,57.85,189.8,33,3,0,0,2.7,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101688,Conakry,M,32,911910,39,Prépayé,Non,Non,295000.0,Orange Money,57.84,66.88,1449.7,37,0,5,0,0.6,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101689,Conakry,F,34,1903222,38,Postpayé,Oui,Non,283700.0,Autre wallet,98.44,74.57,683.2,33,2,1,6,8.7,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-101690,Labé,M,35,882585,60,Prépayé,Non,Non,134800.0,Carte bancaire,116.82,52.51,519.9,40,1,2,0,0.3,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101691,Faranah,F,16,1280385,15,Prépayé,Oui,Non,104600.0,Orange Money,71.12,55.49,539.4,28,0,1,0,3.6,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101692,Conakry,F,31,2313915,6,Prépayé,Non,Oui,291400.0,Autre wallet,10.0,48.3,1362.7,33,4,1,2,4.2,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101693,Kindia,F,26,1380506,26,Prépayé,Non,Non,41000.0,Orange Money,33.06,33.3,1074.0,39,3,1,4,7.3,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101694,Labé,M,28,836460,25,Prépayé,Non,Oui,160300.0,Carte bancaire,59.82,61.35,381.3,35,2,2,2,16.0,"Ça passe bien pour mes besoins, appels clairs et internet ok.",1
GN-101695,Conakry,F,24,1108900,36,Prépayé,Non,Non,230500.0,Orange Money,16.56,35.06,289.7,32,0,0,0,4.4,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101696,Faranah,M,20,532774,51,Prépayé,Non,Oui,294400.0,Orange Money,47.86,52.71,2187.7,44,5,1,7,5.1,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101697,Conakry,M,24,1614318,24,Prépayé,Non,Oui,153100.0,Autre wallet,21.23,33.15,900.1,39,2,2,1,13.1,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101698,Faranah,M,34,676132,64,Prépayé,Non,Non,591300.0,Orange Money,103.19,40.6,502.6,29,1,0,0,3.8,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101699,Kankan,F,19,1761442,2,Prépayé,Non,Non,195700.0,Orange Money,30.17,0.0,727.5,44,1,0,2,0.1,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101700,Kindia,M,20,743329,28,Postpayé,Non,Non,359600.0,Orange Money,80.73,73.2,687.5,36,1,2,9,8.4,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-101701,Conakry,F,32,2243588,45,Prépayé,Oui,Non,222900.0,Orange Money,74.23,65.08,955.7,36,2,1,5,4.1,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101702,Conakry,M,29,2087989,37,Prépayé,Non,Non,104400.0,Orange Money,33.55,65.18,2574.0,31,2,2,1,5.1,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101703,Faranah,M,36,974695,44,Prépayé,Non,Oui,229700.0,Espèces,84.41,54.2,2371.1,41,1,1,0,1.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101704,Kankan,M,23,1766320,23,Prépayé,Non,Non,99700.0,Orange Money,0.0,47.39,481.3,39,1,1,0,1.0,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101705,Boké,F,44,1346808,2,Prépayé,Non,Oui,57700.0,Carte bancaire,21.52,36.6,134.8,34,1,0,2,12.7,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101706,Kindia,M,32,1481337,22,Prépayé,Non,Non,144900.0,Espèces,36.52,18.19,345.4,38,2,0,0,0.1,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101707,Conakry,F,36,2681206,19,Prépayé,Oui,Non,172300.0,Orange Money,65.49,57.53,200.0,47,4,1,6,0.3,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101708,Conakry,M,35,1172605,11,Postpayé,Non,Non,411200.0,Orange Money,34.83,68.95,342.9,28,0,1,1,2.1,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101709,Labé,F,39,1571037,12,Prépayé,Non,Oui,307100.0,Orange Money,69.23,44.68,379.2,31,0,0,0,6.2,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101710,Conakry,F,16,1514058,20,Prépayé,Non,Non,380200.0,Orange Money,71.27,16.98,2753.7,30,2,1,2,4.0,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101711,Labé,F,24,1388177,46,Prépayé,Non,Oui,78300.0,Orange Money,87.67,0.0,420.1,35,0,1,6,1.6,"Le réseau varie selon les quartiers, mais on s’en sort.",0
GN-101712,Faranah,M,39,420636,39,Prépayé,Non,Oui,83000.0,Espèces,122.17,4.91,451.4,37,7,1,0,10.5,"Internet lent certains soirs à Matoto, sinon ok.",1
GN-101713,Faranah,F,36,1013249,14,Prépayé,Non,Non,171000.0,Orange Money,106.36,59.61,375.5,41,1,1,1,7.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101714,Conakry,M,43,2093121,28,Prépayé,Non,Non,205700.0,Orange Money,87.13,35.05,116.3,44,3,1,3,4.4,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101715,N’Zérékoré,M,40,1124346,19,Prépayé,Non,Oui,118800.0,Orange Money,5.12,55.19,979.6,29,2,0,3,2.8,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101716,Conakry,F,20,1346307,39,Prépayé,Non,Oui,73400.0,Orange Money,58.79,88.85,1278.3,37,3,0,0,8.9,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101717,Boké,M,40,1994555,5,Prépayé,Non,Non,324500.0,Orange Money,131.08,65.84,2460.7,30,1,0,9,2.7,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101718,Conakry,F,38,2410136,45,Prépayé,Non,Non,89400.0,Orange Money,1.02,15.06,639.2,33,2,1,10,6.2,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101719,Conakry,M,20,1677233,58,Prépayé,Non,Oui,57500.0,Orange Money,81.56,97.01,1975.3,48,3,2,1,10.0,"Bon service, forfait data intéressant, je suis satisfait.",1
GN-101720,Conakry,F,42,1213322,6,Prépayé,Non,Oui,127400.0,Orange Money,59.07,89.62,296.4,35,1,0,0,0.7,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101721,Boké,F,42,1573264,21,Prépayé,Non,Oui,112600.0,Carte bancaire,29.22,98.73,649.8,33,2,1,7,7.9,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101722,Kindia,F,27,747395,7,Prépayé,Non,Non,134700.0,Espèces,86.03,64.1,347.9,33,1,3,0,11.8,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101723,N’Zérékoré,F,29,1789942,10,Prépayé,Non,Non,85200.0,Orange Money,52.85,14.34,654.6,35,0,0,0,4.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101724,Conakry,F,32,703657,41,Prépayé,Non,Non,72100.0,Carte bancaire,40.17,15.6,540.3,35,3,0,4,3.9,"Internet lent certains soirs à Matoto, sinon ok.",0
GN-101725,Boké,M,17,1124634,46,Postpayé,Non,Non,486100.0,Orange Money,12.05,43.03,4186.2,37,3,0,0,0.4,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101726,Conakry,F,29,1636280,7,Prépayé,Oui,Non,269900.0,Espèces,6.34,86.5,407.5,41,1,0,0,0.5,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101727,Faranah,F,24,1049638,10,Prépayé,Oui,Non,426000.0,Orange Money,114.2,36.47,1950.8,37,1,1,3,3.2,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-101728,Labé,M,34,1070378,14,Prépayé,Non,Non,633000.0,Orange Money,0.0,73.51,330.3,34,0,2,2,0.0,"Ça passe bien pour mes besoins, appels clairs et internet ok.",1
GN-101729,Conakry,M,34,1220524,63,Postpayé,Non,Oui,452500.0,Autre wallet,78.72,21.15,331.8,29,1,3,4,4.6,"Bon service, forfait data intéressant, je suis satisfait.",1
GN-101730,Kankan,F,32,1163187,31,Prépayé,Non,Non,85600.0,Orange Money,76.36,55.1,435.3,42,0,0,3,2.8,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-101731,Faranah,F,32,1302095,18,Prépayé,Non,Non,156500.0,Orange Money,118.18,47.01,2277.5,41,2,0,4,16.5,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101732,Kankan,F,16,1317533,11,Postpayé,Non,Oui,308800.0,Autre wallet,46.21,52.74,1381.6,39,2,0,13,2.6,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101733,Conakry,F,47,552239,46,Prépayé,Non,Non,61400.0,Espèces,65.38,34.35,472.8,29,2,0,7,1.0,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101734,Conakry,M,38,2430345,10,Prépayé,Non,Non,235800.0,Carte bancaire,73.81,1.76,611.9,36,5,1,0,0.2,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101735,Kankan,M,41,1460472,3,Postpayé,Non,Non,341400.0,Orange Money,31.39,43.11,365.3,26,2,0,7,3.6,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101736,N’Zérékoré,F,26,1064385,9,Postpayé,Non,Non,463600.0,Orange Money,75.02,7.26,657.7,29,2,0,13,0.1,Parfois ça coupe un peu mais globalement ça va.,1
GN-101737,Labé,M,31,1612527,20,Prépayé,Non,Oui,243800.0,Orange Money,24.13,30.85,1353.5,31,1,1,4,2.1,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101738,Labé,M,38,1467086,24,Prépayé,Non,Non,314500.0,Orange Money,60.67,44.02,147.6,28,3,3,0,3.0,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101739,Kankan,M,40,1045117,26,Prépayé,Non,Non,172200.0,Orange Money,65.67,87.29,1520.6,37,2,0,5,9.5,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101740,Faranah,F,46,308904,39,Postpayé,Non,Non,390700.0,Orange Money,70.99,15.21,746.6,36,2,1,3,6.5,"Support réactif, j’ai eu de l’aide rapidement, merci.",1
GN-101741,Conakry,M,16,1201572,5,Prépayé,Non,Oui,107900.0,Orange Money,0.24,34.25,711.3,36,2,1,5,8.7,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101742,Boké,M,23,1926999,34,Prépayé,Non,Non,179300.0,Carte bancaire,0.0,99.72,1791.4,37,2,0,1,1.3,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101743,Conakry,M,22,1919785,11,Prépayé,Non,Non,663700.0,Orange Money,54.56,37.8,997.9,40,4,1,0,4.2,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101744,Faranah,F,29,762572,29,Postpayé,Non,Non,122700.0,Orange Money,59.77,120.53,678.3,27,1,0,3,0.5,"Service moyen, je recharge quand il faut, ça fait l’affaire.",1
GN-101745,Conakry,M,27,2075199,20,Prépayé,Non,Oui,281800.0,Orange Money,2.3,56.21,479.1,39,4,0,6,3.0,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101746,Conakry,F,29,2016105,20,Prépayé,Oui,Non,168500.0,Carte bancaire,91.39,42.72,1249.1,40,3,1,1,0.3,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101747,Conakry,M,33,2051920,32,Prépayé,Non,Non,232600.0,Orange Money,57.63,0.0,227.5,37,1,0,3,4.5,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101748,Conakry,M,33,1544599,3,Prépayé,Non,Non,124200.0,Orange Money,114.67,28.61,479.1,46,1,0,0,3.0,"Bon service, forfait data intéressant, je suis satisfait.",1
GN-101749,Conakry,F,29,1873845,23,Prépayé,Non,Oui,122000.0,Orange Money,87.96,61.35,587.4,31,0,2,0,0.0,"Bon service, forfait data intéressant, je suis satisfait.",1
GN-101750,N’Zérékoré,F,30,806037,29,Prépayé,Non,Oui,148800.0,Orange Money,32.47,93.04,488.8,24,2,1,0,0.4,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101751,Faranah,F,16,382729,66,Postpayé,Non,Non,224300.0,Orange Money,71.24,40.57,345.2,37,4,1,5,5.7,Parfois ça coupe un peu mais globalement ça va.,1
GN-101752,Kindia,F,22,1305182,8,Prépayé,Non,Non,47400.0,Carte bancaire,17.64,52.18,665.0,32,1,1,2,7.0,"Le réseau varie selon les quartiers, mais on s’en sort.",0
GN-101753,Conakry,F,34,1984816,73,Prépayé,Oui,Non,109500.0,Carte bancaire,79.54,45.93,1488.6,35,3,0,3,3.6,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101754,Labé,M,35,676442,39,Prépayé,Non,Non,30100.0,Orange Money,5.4,35.32,621.2,35,2,1,1,3.2,"Service client joignable, délai un peu long parfois.",0
GN-101755,Faranah,F,54,1542226,91,Prépayé,Non,Non,117900.0,Orange Money,43.21,12.15,264.9,44,0,0,2,1.0,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101756,N’Zérékoré,M,25,1196404,12,Prépayé,Oui,Oui,144900.0,Orange Money,47.66,44.17,2741.6,40,3,0,0,2.8,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101757,Conakry,F,16,1469848,5,Postpayé,Non,Non,409900.0,Carte bancaire,82.24,62.7,799.9,35,0,0,7,0.1,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101758,Conakry,F,27,1096648,30,Prépayé,Oui,Oui,214600.0,Orange Money,54.1,94.44,784.5,40,0,2,1,3.1,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101759,Faranah,M,67,1321503,104,Prépayé,Non,Oui,69800.0,Orange Money,38.75,32.92,327.4,41,3,2,6,1.8,Parfois ça coupe un peu mais globalement ça va.,0
GN-101760,Conakry,F,32,1363843,24,Prépayé,Non,Oui,133200.0,Orange Money,35.14,23.47,507.8,32,1,1,2,1.3,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101761,Faranah,M,42,716932,15,Prépayé,Non,Oui,190500.0,Orange Money,75.05,27.82,650.2,32,1,1,6,6.0,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101762,Boké,M,35,689135,13,Prépayé,Non,Oui,44100.0,Orange Money,97.31,23.56,1073.1,36,2,2,3,4.3,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101763,Boké,M,27,629906,6,Prépayé,Non,Non,81100.0,Orange Money,33.58,66.97,686.4,33,1,2,7,11.9,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101764,Conakry,M,33,1728615,1,Prépayé,Non,Non,205600.0,Autre wallet,0.0,72.2,1003.8,28,2,2,5,8.5,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101765,Mamou,F,32,1205626,34,Prépayé,Non,Non,109500.0,Autre wallet,35.47,48.65,506.8,36,3,1,5,3.5,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101766,Faranah,M,29,956950,64,Prépayé,Non,Non,153300.0,Carte bancaire,115.87,16.72,731.1,32,2,0,0,5.3,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101767,Conakry,M,43,2848555,47,Postpayé,Non,Non,287200.0,Orange Money,127.03,61.43,1183.8,45,2,0,12,3.4,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101768,Boké,F,17,1215896,66,Prépayé,Oui,Oui,353300.0,Orange Money,28.47,33.56,47.1,37,1,1,5,3.3,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101769,Kindia,F,28,1566672,35,Prépayé,Non,Non,196500.0,Carte bancaire,107.63,60.6,3729.4,32,0,1,10,3.5,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101770,Conakry,M,36,2374122,47,Prépayé,Non,Non,429500.0,Orange Money,0.0,85.11,562.0,38,1,1,0,8.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101771,Conakry,F,30,2630785,14,Prépayé,Non,Oui,305200.0,Orange Money,42.34,42.04,408.3,36,0,1,1,1.5,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101772,N’Zérékoré,M,31,1443458,16,Prépayé,Oui,Oui,124000.0,Orange Money,75.5,38.3,3993.8,23,3,1,1,2.1,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101773,Conakry,F,29,1245476,10,Prépayé,Non,Oui,578600.0,Orange Money,54.69,71.87,899.4,35,1,0,2,4.4,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101774,Conakry,M,41,1001559,49,Prépayé,Non,Oui,131200.0,Orange Money,130.76,14.6,470.7,32,2,2,0,14.6,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101775,Conakry,M,33,1288305,82,Prépayé,Non,Non,36200.0,Orange Money,58.21,70.55,1098.7,35,2,0,0,1.7,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-101776,Conakry,M,20,2552704,53,Prépayé,Non,Non,303200.0,Orange Money,12.84,24.14,1280.3,31,0,1,0,2.2,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101777,Conakry,M,18,1143373,35,Prépayé,Oui,Non,73000.0,Orange Money,9.99,39.08,904.6,30,3,2,0,0.7,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101778,N’Zérékoré,F,23,1054102,49,Prépayé,Oui,Oui,146700.0,Carte bancaire,49.17,49.6,463.5,47,2,2,0,1.4,"Support réactif, j’ai eu de l’aide rapidement, merci.",1
GN-101779,Conakry,F,20,1191149,17,Prépayé,Non,Non,181900.0,Orange Money,24.38,56.1,416.2,28,1,1,0,8.5,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101780,Labé,M,38,1410657,16,Prépayé,Non,Non,23200.0,Carte bancaire,46.46,13.74,720.4,38,1,1,3,32.4,"Service moyen, je recharge quand il faut, ça fait l’affaire.",1
GN-101781,Kindia,M,31,907212,6,Prépayé,Non,Non,381700.0,Carte bancaire,118.33,85.15,113.3,31,0,0,0,6.4,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101782,Conakry,F,38,1924722,47,Prépayé,Non,Oui,126900.0,Orange Money,101.64,55.7,731.9,26,1,2,7,3.8,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",1
GN-101783,Conakry,F,39,1736132,28,Prépayé,Non,Non,35600.0,Orange Money,109.34,24.33,918.4,40,3,1,0,1.7,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101784,Conakry,M,25,2295608,8,Prépayé,Non,Non,124100.0,Orange Money,75.9,11.79,622.9,38,1,0,0,1.2,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101785,Boké,F,29,1169908,35,Prépayé,Oui,Oui,193900.0,Autre wallet,59.89,49.62,408.6,30,1,1,12,6.8,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101786,N’Zérékoré,M,35,1607189,8,Prépayé,Oui,Non,186600.0,Orange Money,27.33,40.83,862.6,37,1,3,4,37.3,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101787,Conakry,F,47,1331008,21,Prépayé,Non,Non,62100.0,Espèces,107.33,21.86,360.0,32,1,0,0,5.2,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101788,N’Zérékoré,F,22,1439751,2,Prépayé,Non,Non,113600.0,Autre wallet,43.38,65.95,1734.1,29,2,2,1,7.0,"Support réactif, j’ai eu de l’aide rapidement, merci.",1
GN-101789,Kindia,M,34,502915,19,Postpayé,Non,Oui,325400.0,Orange Money,0.0,43.46,2098.6,42,0,1,0,0.3,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101790,Labé,F,35,1236975,28,Prépayé,Non,Oui,241600.0,Orange Money,85.02,80.21,248.3,39,3,1,2,2.5,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101791,Mamou,F,33,1112512,6,Prépayé,Non,Non,48200.0,Autre wallet,92.06,0.0,3230.3,32,1,1,2,1.2,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",1
GN-101792,N’Zérékoré,F,17,655614,14,Prépayé,Non,Non,53700.0,Orange Money,32.7,36.64,711.0,48,5,0,1,6.6,"Le réseau varie selon les quartiers, mais on s’en sort.",0
GN-101793,Conakry,M,36,596566,29,Prépayé,Non,Oui,183000.0,Orange Money,88.15,29.24,300.7,39,2,0,0,2.3,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101794,N’Zérékoré,M,34,1253032,20,Prépayé,Non,Oui,166200.0,Orange Money,100.48,0.0,323.4,35,2,0,6,12.1,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101795,Mamou,M,33,1147615,61,Prépayé,Non,Oui,87100.0,Orange Money,90.52,90.34,995.0,42,5,2,3,2.6,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-101796,Conakry,F,32,2047045,18,Postpayé,Non,Oui,235400.0,Autre wallet,35.53,74.65,1368.8,37,3,0,3,2.3,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101797,Conakry,M,16,2323234,13,Prépayé,Oui,Non,202100.0,Espèces,133.0,9.99,446.4,29,0,0,4,4.8,"Réseau correct à Conakry, la 4G marche bien, rien à dire.",0
GN-101798,Mamou,F,28,948694,16,Prépayé,Non,Non,75100.0,Espèces,38.63,59.66,789.7,35,1,3,0,7.7,"Internet lent certains soirs à Matoto, sinon ok.",0
GN-101799,Kindia,M,34,988130,9,Prépayé,Non,Non,75300.0,Carte bancaire,70.51,58.24,415.3,31,2,0,1,2.5,"Service moyen, je recharge quand il faut, ça fait l’affaire.",1
GN-101800,Conakry,F,23,659338,43,Prépayé,Non,Oui,188600.0,Orange Money,64.84,24.61,643.5,21,4,1,6,4.0,"Support réactif, j’ai eu de l’aide rapidement, merci.",1
GN-101801,Kankan,F,38,876760,4,Prépayé,Non,Oui,213300.0,Espèces,150.36,74.18,138.1,36,1,0,5,12.5,"Ça passe bien pour mes besoins, appels clairs et internet ok.",0
GN-101802,Kankan,M,45,1594104,8,Postpayé,Non,Non,271900.0,Orange Money,0.0,56.57,720.0,37,0,0,8,3.3,"Rien à signaler, qualité au rendez-vous, merci l’équipe.",0
GN-101803,Conakry,F,36,2829904,51,Prépayé,Oui,Non,63000.0,Orange Money,9.64,55.64,398.8,31,3,3,0,1.4,"Le réseau varie selon les quartiers, mais on s’en sort.",0
GN-101804,Kankan,M,17,865483,68,Postpayé,Non,Non,339300.0,Orange Money,77.55,75.68,1800.3,33,2,0,3,7.4,"Prix raisonnable, réseau stable à Kipé et Nongo.",1
GN-101805,Mamou,F,20,809790,3,Prépayé,Non,Non,50200.0,Autre wallet,37.98,24.45,236.0,39,1,2,0,0.1,"Service moyen, je recharge quand il faut, ça fait l’affaire.",0
GN-101806,Conakry,F,19,1576044,60,Postpayé,Non,Non,422100.0,Orange Money,33.6,18.65,1179.9,42,1,0,9,13.3,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101807,N’Zérékoré,M,25,593873,63,Postpayé,Non,Oui,147400.0,Carte bancaire,69.33,91.04,680.6,34,2,0,9,0.2,"Service client joignable, délai un peu long parfois.",1
GN-101808,Labé,M,24,1768706,20,Prépayé,Non,Oui,141700.0,Orange Money,32.49,3.85,631.6,39,2,1,1,16.2,"Bon service, forfait data intéressant, je suis satisfait.",0
GN-101809,Mamou,F,36,937616,9,Prépayé,Non,Non,42700.0,Orange Money,76.76,98.33,729.1,35,1,1,0,5.5,"Service moyen, je recharge quand il faut, ça fait l’affaire.",0
GN-101810,Kindia,M,42,1710503,37,Prépayé,Non,Oui,389000.0,Carte bancaire,79.27,61.85,223.3,28,3,1,0,0.6,"Support réactif, j’ai eu de l’aide rapidement, merci.",0
GN-101811,Kankan,F,31,636506,73,Prépayé,Oui,Non,173900.0,Orange Money,89.09,88.08,719.7,31,3,0,6,10.1,"Prix raisonnable, réseau stable à Kipé et Nongo.",0
GN-101812,Labé,F,37,1964627,4,Prépayé,Non,Oui,391300.0,Carte bancaire,0.0,83.57,320.7,29,1,1,0,9.7,"Ça passe bien pour mes besoins, appels clairs et internet ok.",1
GN-101813,Kindia,F,37,1675345,15,Postpayé,Oui,Non,232600.0,Orange Money,8.12,59.11,741.7,37,3,1,10,7.2,"Service moyen, je recharge quand il faut, ça fait l’affaire.",0
